Price,Close,High,Low,Open,Volume
Ticker,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS
Date,,,,,
2016-03-10,61.9952507019043,62.5285777385396,61.76584696707243,62.24013657648008,4042300
2016-03-11,61.951683044433594,62.4298459195829,61.27025848500556,62.4298459195829,4313900
2016-03-14,63.077880859375,63.35131617879336,61.99621365595139,61.99621365595139,4579100
2016-03-15,62.66554260253906,63.83528785787535,62.151083617608485,63.35132052799076,5195800
2016-03-16,62.91984558105469,62.99409896491694,61.46049666337429,62.749981801356654,5833300
2016-03-17,63.8827018737793,64.54710183735851,63.04941565902265,63.4337825791802,9279200
2016-03-18,64.37627410888672,64.67425773196898,63.023214149448094,64.14429431374582,6992000
2016-03-21,64.5859375,65.18481507683398,64.0617946550898,64.71211715688163,11715900
2016-03-22,64.13508605957031,64.81792551343877,63.691017143405126,64.69271594077225,3453000
2016-03-23,66.72325134277344,66.96396939601674,64.15010968650986,64.35297163047551,12459400
2016-03-28,65.03436279296875,66.97368893905161,64.93536075675786,66.96398053382515,6596800
2016-03-29,64.61262512207031,65.50755352528437,64.4490781023599,64.49857542089033,4419400
2016-03-30,65.8841552734375,66.215137096191,64.74219948551156,64.76937709574773,4798900
2016-03-31,67.20809936523438,67.8472619773741,65.37214436193797,65.5711259446817,7455900
2016-04-01,66.75530242919922,68.24473925150015,66.0035489413263,67.35223979711478,6645800
2016-04-04,66.6795883178711,67.58324760012951,66.31657096385734,66.97369154331847,6338500
2016-04-05,66.23163604736328,67.16781215103146,66.00402541350013,66.48837189670611,5577900
2016-04-06,67.43521881103516,67.89577927878145,66.45002685200392,66.87661901358146,4550500
2016-04-07,67.77542877197266,68.39566331329132,67.41484038297583,67.74000160886993,5609500
2016-04-08,69.24012756347656,69.64294128323348,67.55607814698753,68.1869912912495,7467300
2016-04-11,69.819580078125,70.17677679479429,68.9149507900229,69.40026734488221,5598600
2016-04-12,71.2008056640625,71.56479313461176,69.83705972058223,70.07971803428175,12334700
2016-04-13,72.1219253540039,72.99160885217061,71.63369848623626,71.72979021879937,10425400
2016-04-18,70.99114227294922,73.10518276649562,70.71548575895756,72.14716826235652,14558100
2016-04-20,70.01566314697266,72.01419522028816,69.88559568166174,71.79774441502894,15538400
2016-04-21,67.81329345703125,70.08069142487538,67.41484890192761,69.98265947579144,18101800
2016-04-22,67.66429138183594,68.10350226726842,66.88633049230258,67.81327947497397,9793000
2016-04-25,66.52574157714844,68.13747759136903,66.28891128253662,67.93364550796983,6605600
2016-04-26,67.98655700683594,69.22605615900112,66.39180126437677,66.73104009458059,13350500
2016-04-27,67.41677856445312,68.34956300382879,67.12462296309835,67.94432040591393,7996400
2016-04-28,67.62496948242188,68.33256473147904,67.21633529958716,67.2648699117598,15367500
2016-04-29,66.28550720214844,67.78125320565154,65.95646559362069,67.55606412830541,7697200
2016-05-02,68.4660415649414,68.91496092527699,65.51774454163657,66.72132770120142,7833700
2016-05-03,67.80359649658203,69.16490622691549,67.36195654131066,68.91496843338847,9893900
2016-05-04,67.49976348876953,68.32965800614147,67.10762838763898,67.75504045525248,8851300
2016-05-05,69.45366668701172,69.73029332915941,67.5706356987822,67.9103558756936,9150400
2016-05-06,70.51116180419922,70.66209751287745,69.04162324874663,70.11368740386581,6698600
2016-05-09,71.61961364746094,72.31216126734816,70.2398576595464,70.85621171162974,8606200
2016-05-10,71.94624328613281,72.42864956956677,71.28815263648625,72.0695126319419,7833900
2016-05-11,72.63101959228516,72.76787773715449,70.61792892209873,71.79676326587425,8210500
2016-05-12,74.44902038574219,74.69021982674668,72.34711732667267,72.99161177111904,9471200
2016-05-13,74.02193450927734,75.80644443037755,73.67105454993877,74.88434593776603,16253100
2016-05-16,75.42887878417969,76.27284362171294,73.92197274273958,74.15638150112822,12775000
2016-05-17,75.30561065673828,75.94234435868195,75.02995412787617,75.94234435868195,6229000
2016-05-18,75.15176391601562,75.90351741538318,74.5931640050242,75.07120117829588,7226700
2016-05-19,75.10954284667969,75.90351417851285,74.79311250970358,75.32016563264446,7909300
2016-05-20,75.42304992675781,76.12869767215379,74.44416723439129,75.18524214151606,7481400
2016-05-23,74.28935241699219,76.04910636116755,72.82320552393627,75.71909464239015,10553200
2016-05-24,74.01611328125,75.1755307893202,70.0355489441188,75.1755307893202,43044900
2016-05-25,71.21776580810547,73.76810632749235,70.41942551555216,73.76810632749235,20068600
2016-05-26,72.39323425292969,72.99162312220976,71.63274239065981,71.72980424214987,16384900
2016-05-27,74.42719268798828,75.12507975855401,72.47961670714658,73.21487114603474,13854900
2016-05-30,74.18986511230469,74.93288026708933,73.37404802413002,74.73875658873656,7632500
2016-05-31,73.65940856933594,75.2240687248713,72.50629295719028,74.42911994227877,154592300
2016-06-01,74.1796646118164,74.92316841155808,72.60335598623685,73.06925570891838,9970900
2016-06-02,77.30656433105469,77.65065361214526,73.6710590955915,74.3679685576415,15882300
2016-06-03,76.67564392089844,78.57274461085287,76.50529882303357,77.65064614995919,13053400
2016-06-06,75.4579849243164,77.1561114953666,75.23377335927292,77.15562274273942,8372800
2016-06-07,74.614990234375,76.233524178827,74.25343177615505,75.70938141882476,14258800
2016-06-08,75.20417022705078,76.26944365324923,74.37622323887759,75.10758974138163,9940800
2016-06-09,74.92268371582031,75.61038089116366,74.64168797664621,75.61038089116366,3101200
2016-06-10,73.72588348388672,75.19300025459292,73.52545049252845,75.19300025459292,6892400
2016-06-13,72.80329895019531,73.36966694557347,72.31216182869493,73.2827948733754,9882200
2016-06-14,72.71885681152344,73.20514344028523,72.02096992494205,72.80718773737463,7466700
2016-06-15,74.26509094238281,74.62131019908537,72.6999418917807,72.70043064447684,4862300
2016-06-16,73.73172760009766,74.34468271670225,73.374530842143,74.01078317032685,5810900
2016-06-17,73.09011840820312,74.25196473229803,72.55481585561299,73.93748207312689,6411800
2016-06-20,73.18428039550781,73.76811764315417,72.26363333434735,73.08867741647288,5460400
2016-06-21,73.82684326171875,74.5931555809096,73.04014403271128,73.57204761839873,4583500
2016-06-22,73.75890350341797,74.20296493380329,73.38035714807008,73.38035714807008,3036900
2016-06-23,74.70866394042969,75.12748793449569,73.52546042362572,73.52546042362572,3073000
2016-06-24,73.65260314941406,74.03891765013019,71.98603082617976,73.70987606808944,7542600
2016-06-27,74.69606018066406,74.85524546944794,73.10325200336433,73.10325200336433,6817400
2016-06-28,74.70623016357422,75.36917125266193,74.26313888853038,75.36917125266193,6163300
