Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2014-01-01,811.1531982421875,822.906293307522,810.3244714560556,821.2488397352582,529952
2014-01-02,816.3140869140625,824.6015395730885,812.2268291562452,815.9373845204705,1726948
2014-01-03,837.10791015625,839.7072114478647,808.8740885513513,815.4475259011783,2618174
2014-01-06,843.6626586914062,845.3201123203802,827.6151010552029,839.6695768102172,2311810
2014-01-07,831.06201171875,850.0101619438291,828.3686261881127,843.8134254940303,2897486
2014-01-08,841.0446166992188,845.3202259305534,832.5123437194844,833.2657485554297,2550020
2014-01-09,844.5478515625,849.6521870185071,837.0703647739618,839.5753987220118,2582206
2014-01-10,859.2205200195312,870.1072752276093,841.9299155874307,851.3474761644713,3369334
2014-01-13,892.313720703125,898.0584317282321,860.7648978603231,860.7648978603231,3814316
2014-01-14,876.4921875,898.3597771773805,873.9494466530568,893.5379687332115,2974964
2014-01-15,886.6068115234375,895.8736354461383,876.5864908271965,882.4065245535418,3048854
2014-01-16,885.3636474609375,896.5893971000688,875.8330585803487,896.5516900736473,2997962
2014-01-17,833.6614379882812,865.6622951259138,831.0245206402041,865.6622951259138,7564756
2014-01-20,880.8054809570312,885.2505874066162,834.5841176167481,835.8837224258658,6010558
2014-01-21,858.99462890625,881.2012202962513,857.0357945285061,879.2235324020309,3132282
2014-01-22,856.6403198242188,865.2291550304615,852.8921484246919,861.556305735614,2384030
2014-01-23,848.5032348632812,857.6382673352479,842.7962307454554,854.3986821344482,2290762
2014-01-24,847.0906372070312,860.1057230401138,841.9298329112687,845.3201543860793,1850266
2014-01-27,841.3922729492188,852.6757075079151,837.8072235040648,840.0336910434252,2532948
2014-01-28,834.8826293945312,848.2793939368631,828.750307596985,842.2979847460533,2852166
2014-01-29,833.920166015625,845.3168298487484,832.1087543823617,845.3168298487484,1698076
2014-01-30,836.8639526367188,840.4112285581546,826.4484016804483,829.4862783870482,2225250
2014-01-31,845.7131958007812,856.5626877128368,838.1468360582747,839.6941048012355,2174246
2014-02-03,828.1275634765625,846.9207891206588,826.7501865474405,838.5242256549421,1362480
2014-02-04,811.8626708984375,820.787519022507,797.0318710937938,820.4101454505427,2694166
2014-02-05,828.1087646484375,830.2220941045109,807.5796733562062,816.5611853461495,1853650
2014-02-06,820.8818359375,826.4103217355658,809.4662857537927,822.6743603465119,1922652
2014-02-07,809.239990234375,828.335133117215,804.1832203520662,826.4482649324378,1990912
2014-02-10,790.0508422851562,809.0893297762461,786.8620524855787,809.0893297762461,4019270
2014-02-11,793.126220703125,802.4851061088825,790.9752092190067,792.4847038930887,3568786
2014-02-12,794.5413818359375,801.3907692840662,790.5978453773299,799.277439861186,3074348
2014-02-13,805.2212524414062,806.9760035551566,791.1640800203437,795.1265044611802,2094350
2014-02-14,818.1083984375,824.4671820659169,803.0889990474201,806.7871875612086,1910062
2014-02-17,817.1649169921875,824.9388515310596,810.2967345504455,815.1271360050727,1670394
2014-02-18,817.3916015625,826.8259459942001,813.5612945761377,817.0142277852319,1526916
2014-02-19,829.4483032226562,835.8825416650793,815.9760838443872,818.900729306195,1072918
